,ID Number,Race/Ethnicity,race_norm_v1,race_norm_v2,race_norm_v3,race_norm_v4,race_norm_v5,race_norm_v6,race_norm_final
436,416257,Black or African American Hispanic/Latino,black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
437,287868,White,white,white,white,white,white,white,white
438,512819,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
439,347073,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
440,194867,White,white,white,white,white,white,white,white
441,473583,White,white,white,white,white,white,white,white
442,88457,Hispanic Hispanic/Latino,hispanic hispanic/latino,hispanic hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
443,854862,"Asian/Pacific Islander, Black or African American, White","asian/pacific islander, black/african american, white",asian/pacific islander/black_african_american/white,asian/pacific islander/black_african_american/white,asian/pacific islander/black_african_american/white,asian_pacific_islander/black_african_american/white,asian/black_african_american/white,asian/black_african_american/white
444,531159,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
445,531159,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
446,105277,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
447,632587,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
448,232411,North African,north african,north african,north african,north african,white_MENA,white_MENA,white_MENA
449,776394,White,white,white,white,white,white,white,white
450,283185,White,white,white,white,white,white,white,white
451,212500,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
452,530298,White,white,white,white,white,white,white,white
453,208639,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
454,172183,"Asian/Pacific Islander, White","asian/pacific islander, white",asian/pacific islander/white,asian/pacific islander/white,asian/pacific islander/white,asian_pacific_islander/white,asian/white,asian/white
455,914091,White,white,white,white,white,white,white,white
456,296517,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
457,891863,White,white,white,white,white,white,white,white
458,74574,White,white,white,white,white,white,white,white
459,874334,White,white,white,white,white,white,white,white
460,271229,White,white,white,white,white,white,white,white
461,802609,White,white,white,white,white,white,white,white
462,666185,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
463,402320,White,white,white,white,white,white,white,white
464,402320,White,white,white,white,white,white,white,white
465,705052,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
466,183684,White,white,white,white,white,white,white,white
467,845893,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
468,980254,Hispanic/Latino Hispanic/Latino,hispanic/latino hispanic/latino,hispanic/latino hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
469,821846,Brazilian,brazilian,brazilian,brazilian,brazilian,brazilian,hispanic,hispanic
470,296517,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
471,364237,White,white,white,white,white,white,white,white
472,781575,White,white,white,white,white,white,white,white
473,310791,White Hispanic/Latino,white hispanic/latino,white hispanic/latino,white hispanic,white hispanic,white/hispanic,white/hispanic,white/hispanic
474,539589,White Hispanic/Latino,white hispanic/latino,white hispanic/latino,white hispanic,white hispanic,white/hispanic,white/hispanic,white/hispanic
475,416257,Black or African American Hispanic/Latino,black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
476,19186,Choose not to answer Hispanic/Latino,choose not to answer hispanic/latino,choose not to answer hispanic/latino,choose not to answer hispanic,choose not to answer hispanic,choose not to answer hispanic,choose_not_to_answer/hispanic,choose_not_to_answer/hispanic
477,985439,"Black or African American, White","black/african american, white",black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white
478,155943,Middle eastern,middle eastern,middle eastern,middle eastern,middle eastern,white_MENA,white_MENA,white_MENA
479,975221,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
480,847026,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
481,767502,"White, Lebanese/syrian","white, lebanese/syrian",white/lebanese/syrian,white/lebanese/syrian,white/lebanese/syrian,white_MENA,white_MENA,white_MENA
482,156677,"White, Latino Hispanic/Latino","white, latino hispanic/latino",white/latino hispanic/latino,white/hispanic,white/hispanic,white/hispanic,white/hispanic,white/hispanic
483,19186,Choose not to answer Hispanic/Latino,choose not to answer hispanic/latino,choose not to answer hispanic/latino,choose not to answer hispanic,choose not to answer hispanic,choose not to answer hispanic,choose_not_to_answer/hispanic,choose_not_to_answer/hispanic
484,310296,White,white,white,white,white,white,white,white
485,435720,Choose not to answer Hispanic/Latino,choose not to answer hispanic/latino,choose not to answer hispanic/latino,choose not to answer hispanic,choose not to answer hispanic,choose not to answer hispanic,choose_not_to_answer/hispanic,choose_not_to_answer/hispanic
486,238891,White,white,white,white,white,white,white,white
487,750684,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
488,595848,White,white,white,white,white,white,white,white
489,814696,White,white,white,white,white,white,white,white
490,779544,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
491,586853,Hispanic Latino Hispanic/Latino,hispanic latino hispanic/latino,hispanic latino hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
492,351702,White Hispanic/Latino,white hispanic/latino,white hispanic/latino,white hispanic,white hispanic,white/hispanic,white/hispanic,white/hispanic
493,680637,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
494,935578,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
495,117527,White,white,white,white,white,white,white,white
496,916487,White,white,white,white,white,white,white,white
497,944391,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
498,576447,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
499,413072,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
500,970507,Brazilian Hispanic/Latino,brazilian hispanic/latino,brazilian hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
501,743078,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
502,419936,White,white,white,white,white,white,white,white
503,3901,White,white,white,white,white,white,white,white
504,720695,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
505,447880,White,white,white,white,white,white,white,white
506,466678,White,white,white,white,white,white,white,white
507,290047,Iraqi-American,iraqi-american,iraqi-american,iraqi-american,iraqi-american,white_MENA,white_MENA,white_MENA
508,764437,White,white,white,white,white,white,white,white
509,406624,White,white,white,white,white,white,white,white
510,140362,White,white,white,white,white,white,white,white
511,167627,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
512,630445,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
513,590531,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
514,89860,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
515,36186,White,white,white,white,white,white,white,white
516,314319,White,white,white,white,white,white,white,white
517,398166,White Hispanic/Latino,white hispanic/latino,white hispanic/latino,white hispanic,white hispanic,white/hispanic,white/hispanic,white/hispanic
518,441853,White,white,white,white,white,white,white,white
519,680688,"Choose not to answer, Hispanic/Latino","choose not to answer, hispanic/latino",choose not to answer/hispanic/latino,choose not to answerhispanic/latino,choose not to answerhispanic/latino,choose not to answer/hispanic,choose_not_to_answer/hispanic,choose_not_to_answer/hispanic
520,203682,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
521,860323,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
522,212500,White,white,white,white,white,white,white,white
523,794551,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
524,411734,White,white,white,white,white,white,white,white
525,434528,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
526,67581,White,white,white,white,white,white,white,white
527,312932,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
528,116377,Black or African American Hispanic/Latino,black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
529,100881,White,white,white,white,white,white,white,white
530,756629,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
531,779544,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
532,306548,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
533,970420,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
534,151993,White,white,white,white,white,white,white,white
535,319525,,,nan,nan,nan,unknown,unknown,unknown
536,542449,Black or African American Hispanic/Latino,black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
537,792408,Italian,italian,italian,italian,italian,italian,white,white
538,98652,White,white,white,white,white,white,white,white
539,55163,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
540,839723,White,white,white,white,white,white,white,white
541,422005,White,white,white,white,white,white,white,white
542,309113,White,white,white,white,white,white,white,white
543,688088,White Hispanic/Latino,white hispanic/latino,white hispanic/latino,white hispanic,white hispanic,white/hispanic,white/hispanic,white/hispanic
544,892074,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
545,447389,White,white,white,white,white,white,white,white
546,209534,White,white,white,white,white,white,white,white
547,392442,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
548,683025,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
549,871729,White,white,white,white,white,white,white,white
550,598118,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
551,57222,Choose not to answer Hispanic/Latino,choose not to answer hispanic/latino,choose not to answer hispanic/latino,choose not to answer hispanic,choose not to answer hispanic,choose not to answer hispanic,choose_not_to_answer/hispanic,choose_not_to_answer/hispanic
552,465266,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
553,235620,White,white,white,white,white,white,white,white
554,1595,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
555,428610,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
556,521091,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
557,556415,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
558,98652,White,white,white,white,white,white,white,white
559,293917,White,white,white,white,white,white,white,white
560,452219,White Hispanic/Latino,white hispanic/latino,white hispanic/latino,white hispanic,white hispanic,white/hispanic,white/hispanic,white/hispanic
561,235620,White,white,white,white,white,white,white,white
562,161876,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
563,57222,Choose not to answer Hispanic/Latino,choose not to answer hispanic/latino,choose not to answer hispanic/latino,choose not to answer hispanic,choose not to answer hispanic,choose not to answer hispanic,choose_not_to_answer/hispanic,choose_not_to_answer/hispanic
564,932597,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
565,832958,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
566,235620,White,white,white,white,white,white,white,white
567,235620,White,white,white,white,white,white,white,white
568,595848,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
569,595848,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
570,839723,White,white,white,white,white,white,white,white
571,839723,White,white,white,white,white,white,white,white
572,534001,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
573,534001,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
574,478186,White,white,white,white,white,white,white,white
575,478186,White,white,white,white,white,white,white,white
576,92812,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
577,92812,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
578,116377,Black or African American Hispanic/Latino,black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
579,116377,Black or African American Hispanic/Latino,black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
580,574556,"Asian/Pacific Islander, White","asian/pacific islander, white",asian/pacific islander/white,asian/pacific islander/white,asian/pacific islander/white,asian_pacific_islander/white,asian/white,asian/white
581,574556,"Asian/Pacific Islander, White","asian/pacific islander, white",asian/pacific islander/white,asian/pacific islander/white,asian/pacific islander/white,asian_pacific_islander/white,asian/white,asian/white
582,197561,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
583,197561,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
584,8760,White,white,white,white,white,white,white,white
585,20339,Greek,greek,greek,greek,greek,greek,white,white
586,331609,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
587,331609,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
588,331609,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
589,524503,Middle Eastern,middle eastern,middle eastern,middle eastern,middle eastern,white_MENA,white_MENA,white_MENA
590,524503,Middle Eastern,middle eastern,middle eastern,middle eastern,middle eastern,white_MENA,white_MENA,white_MENA
591,524503,Middle Eastern,middle eastern,middle eastern,middle eastern,middle eastern,white_MENA,white_MENA,white_MENA
592,16549,White,white,white,white,white,white,white,white
593,16549,White,white,white,white,white,white,white,white
594,16549,White,white,white,white,white,white,white,white
595,832958,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
596,832958,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
597,832958,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
598,252456,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
599,252456,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
600,252456,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
601,372544,White,white,white,white,white,white,white,white
602,372544,White,white,white,white,white,white,white,white
603,372544,White,white,white,white,white,white,white,white
604,538336,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
605,805909,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
606,805909,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
607,805909,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
608,818528,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
609,818528,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
610,818528,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
611,683662,White,white,white,white,white,white,white,white
612,455226,Spanish Hispanic/Latino,spanish hispanic/latino,spanish hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
613,818443,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
614,984278,,,nan,nan,nan,unknown,unknown,unknown
615,571228,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
616,20339,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
617,638503,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
618,638503,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
619,617949,White,white,white,white,white,white,white,white
620,514966,White Hispanic/Latino,white hispanic/latino,white hispanic/latino,white hispanic,white hispanic,white/hispanic,white/hispanic,white/hispanic
621,514966,White Hispanic/Latino,white hispanic/latino,white hispanic/latino,white hispanic,white hispanic,white/hispanic,white/hispanic,white/hispanic
622,96297,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
623,96297,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
624,139680,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
625,139680,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
626,139680,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
627,960676,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
628,960676,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
629,441853,White,white,white,white,white,white,white,white
630,441853,White,white,white,white,white,white,white,white
631,761925,White,white,white,white,white,white,white,white
632,761925,White,white,white,white,white,white,white,white
633,214450,White,white,white,white,white,white,white,white
634,214450,White,white,white,white,white,white,white,white
635,506763,"Black or African American, White","black/african american, white",black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white
636,506763,"Black or African American, White","black/african american, white",black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white
637,798926,Black or African American Hispanic/Latino,black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
638,798926,Black or African American Hispanic/Latino,black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
639,131995,"Black or African American, Native American/Alaskan Native, White","black/african american, native american/alaskan native, white",black_african_american/native american/alaskan native/white,black_african_american/native american/alaskan native/white,black_african_american/native_american_alaskan_native/white,black_african_american/native_american_alaskan_native/white,black_african_american/native_american_alaskan_native/white,black_african_american/native_american_alaskan_native/white
640,136270,White,white,white,white,white,white,white,white
641,352214,Spanish Hispanic/Latino,spanish hispanic/latino,spanish hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
642,847026,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
643,805909,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
644,349498,Black or African American Hispanic/Latino,black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
645,74357,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
646,552996,"Black or African American, White","black/african american, white",black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white
647,129241,White,white,white,white,white,white,white,white
648,322889,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
649,322889,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
650,243787,White,white,white,white,white,white,white,white
651,550313,Guatemalan Hispanic/Latino,guatemalan hispanic/latino,guatemalan hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
652,597537,White,white,white,white,white,white,white,white
653,323959,"Choose not to answer,","choose not to answer, ",unknown,unknown,unknown,unknown,unknown,unknown
654,243771,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
655,973073,White,white,white,white,white,white,white,white
656,556172,White,white,white,white,white,white,white,white
657,521641,"Asian/Pacific Islander, White","asian/pacific islander, white",asian/pacific islander/white,asian/pacific islander/white,asian/pacific islander/white,asian_pacific_islander/white,asian/white,asian/white
658,697413,Middle Eastern,middle eastern,middle eastern,middle eastern,middle eastern,white_MENA,white_MENA,white_MENA
659,126948,White,white,white,white,white,white,white,white
660,611835,White,white,white,white,white,white,white,white
661,709769,White,white,white,white,white,white,white,white
662,441853,White,white,white,white,white,white,white,white
663,709769,White,white,white,white,white,white,white,white
664,478186,White,white,white,white,white,white,white,white
665,509311,Afghan,afghan,afghan,afghan,afghan,white_MENA,white_MENA,white_MENA
666,509311,AFGHAN,afghan,afghan,afghan,afghan,white_MENA,white_MENA,white_MENA
667,129557,White,white,white,white,white,white,white,white
668,460711,White,white,white,white,white,white,white,white
669,571228,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
670,194867,White,white,white,white,white,white,white,white
671,226830,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
672,868800,White,white,white,white,white,white,white,white
673,51257,White,white,white,white,white,white,white,white
674,100899,White,white,white,white,white,white,white,white
675,628135,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
676,535080,Latin American Hispanic/Latino,latin american hispanic/latino,latin american hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
677,209217,White,white,white,white,white,white,white,white
678,371888,White,white,white,white,white,white,white,white
679,125246,White,white,white,white,white,white,white,white
680,466553,White,white,white,white,white,white,white,white
681,493376,White,white,white,white,white,white,white,white
682,406132,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
683,548098,White Hispanic/Latino,white hispanic/latino,white hispanic/latino,white hispanic,white hispanic,white/hispanic,white/hispanic,white/hispanic
684,537226,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
685,163985,White,white,white,white,white,white,white,white
686,756043,White,white,white,white,white,white,white,white
687,843876,White,white,white,white,white,white,white,white
688,350276,"Black or African American, Cherokee Native American","black/african american, cherokee native american",black_african_american/cherokee native american,black_african_american/cherokee native american,black_african_american/native_american_alaskan_native,black_african_american/native_american_alaskan_native,black_african_american/native_american_alaskan_native,black_african_american/native_american_alaskan_native
689,964180,White,white,white,white,white,white,white,white
690,572863,Latino Hispanic/Latino,latino hispanic/latino,latino hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
691,139680,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
692,389283,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
693,540161,White,white,white,white,white,white,white,white
694,911542,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
695,252864,White,white,white,white,white,white,white,white
696,121104,White,white,white,white,white,white,white,white
697,364237,White,white,white,white,white,white,white,white
698,764996,White,white,white,white,white,white,white,white
699,412771,"White,","white, ",white/,white/,white/,white,white,white
700,72086,White,white,white,white,white,white,white,white
701,995013,White,white,white,white,white,white,white,white
702,69098,White,white,white,white,white,white,white,white
703,804105,White,white,white,white,white,white,white,white
704,567973,White,white,white,white,white,white,white,white
705,901469,Part South American Indian (Guarani Tribe) Hispanic/Latino,part south american indian guarani tribe hispanic/latino,part south american indian guarani tribe hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
706,399829,White,white,white,white,white,white,white,white
707,86644,White,white,white,white,white,white,white,white
708,90905,White,white,white,white,white,white,white,white
709,979223,White,white,white,white,white,white,white,white
710,4998,White,white,white,white,white,white,white,white
711,401716,White,white,white,white,white,white,white,white
712,506440,White,white,white,white,white,white,white,white
713,554756,White,white,white,white,white,white,white,white
714,499727,"Black or African American, White","black/african american, white",black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white
715,74974,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
716,632587,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
717,998583,"Black or African American
Hispanic or Latino",black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
718,293250,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
719,763483,White,white,white,white,white,white,white,white
720,150824,White,white,white,white,white,white,white,white
721,954465,White,white,white,white,white,white,white,white
722,118773,"Asian
Black or African American
Middle Eastern or North African
White",asian black/african american middle eastern/north african white,asian black_african_american middle eastern/north african white,asian black_african_american middle eastern/north african white,asian black_african_american middle eastern/north african white,asian_pacific_islander black_african_american white_MENA,asian/black_african_american/white_MENA,asian/black_african_american/white_MENA
723,105277,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
724,954465,White,white,white,white,white,white,white,white
725,401708,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
726,705521,White,white,white,white,white,white,white,white
727,81319,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
728,647258,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
729,706110,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
730,399577,White,white,white,white,white,white,white,white
731,100035,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
732,399577,White,white,white,white,white,white,white,white
733,698838,White,white,white,white,white,white,white,white
734,618962,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
